ancillary_id,trial_id,drug_regime,mandatory_yn,mandatory_ancillary1,manadatory_and_or,mandatory_ancillary2,mandatory_ancillary3,mandatory_ancillary4,mandatory_ancillary5,mandatory_ancillary6,min_oad_number,optional_yn,optional_ancillary1,optional_and_or,optional_ancillary2,optional_ancillary3,optional_ancillary4,optional_ancillary5,optional_ancillary6,optional_ancillary7,any_oad_exceptions,max_oad_number,notes,mandatory_and_or2,ancillary_notes
ana55,NCT00577824,dual|triple+,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,y,metformin,or,tzd_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana117,NCT00935532,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,sulphonylurea_any,and_or,tzd_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana357,NCT03172494,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,sulphonylurea_any,or,tzd|alpha|glinide,glinide_any,alpha_any,NA,NA,NA,NA,NA,NA,NA,NA
ana358,NCT03175120,triple+,y,metformin,and,insulin_basal,NA,NA,NA,NA,NA,y,sulphonylurea_any,or,tzd|alpha|glinide,glinide_any,alpha_any,NA,NA,NA,NA,NA,NA,NA,NA
anc0119,NCT02752828,dual|triple+,y,insulin_basal,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,sulphonylurea_any,dpp4i_any,sglt2i_any,tzd_any,glinide_any,alpha_any,NA,NA,"mand insulin glargine, optional mf, tzd, alpha, sglt2i,su, glinide, dpp4i",NA,NA
ana231,NCT01703208,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,sulphonylurea_any,insulin_any,sglt2i_any,tzd_any,alpha_any,NA,NA,2,any mono or dual therapy combo of oads| insulin either alone or with MF,NA,NA
NA,UMIN000013878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,to be excluded,NA,NA
upanc0019,ChiCTR-IPR-14005568,dual|triple+,y,any_oad,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,dpp4i|tzd,NA,NA,NA,at least one of standard care oads except dpp4i or tzd. No insulin or glp1ra
upanc0007,"2017-001,454-33",mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve
upanc0021,CTR20131268,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve
upanc0051,NCT02477865,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve
upanc0055,NCT02501616,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve
upanc0077,NCT02999841,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve
upanc0080,NCT03159052,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve
upanc0118,NCT04109547,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve
upanc0120,NCT04161430,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve
upanc0131,NCT04556851,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve
upanc0139,NCT04916093,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve
upanc0165,UMIN000024427,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve
upanc0177,UMIN000030514,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve
upanc0107,NCT03940183,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve or all else washed out
upanc0128,NCT04470310,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve or all else washed out
upanc0134,NCT04632862,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve or all else washed out
upanc0170,UMIN000025418,dual|triple+,y,any_oad,NA,NA,NA,NA,NA,NA,1,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,sglt2i,1,NA,NA,"mand 1- oads excluding sglt2i, optional insulin"
upanc0163,UMIN000023834,dual|triple+,y,any_oad,NA,NA,NA,NA,NA,NA,1,y,any_oad,NA,NA,NA,NA,NA,NA,NA,sglt2i,3,NA,NA,"mand 1-3 of su, mf, alpha, glinide, tzd, dpp4i"
upanc0167,UMIN000024663,triple+,y,metformin,and,insulin_mdi,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand 750mg od mf both arms and mand basal bolus insulin
upanc0033,JapicCTI-111507,dual,y,glimepiride,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand add on to glimepiride
upanc0173,UMIN000027614,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,dpp4i|sglt2i,NA,NA,NA,"mand any insulin, optional oads excpet sglt2i, dpp4i, and no glp1ra allowed"
upanc0146,Netherlands Trial Register NTR6709,triple+,y,metformin,and,insulin_basal,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand basal bolus insulin and metformin in both arms
upanc0185,UMIN000041551,dual|triple+,y,insulin_mdi,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,dpp4i,NA,NA,NA,"mand basal bolus insulin both arms, glargine given as combo in lixisenatide arm, optional oads excpet dpp4i"
upanc0123,NCT04196231,dual|triple+,y,insulin_basal,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mand basal insulin all arms, in glp1ra arms given as fixed ration combo injection, optional mf"
upanc0159,UMIN000019382,dual|triple+,y,insulin_basal,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,dpp4i|sglt2i,NA,NA,NA,"mand basal insulin, optional standard care except dpp4i, sglt2i or glp1ra"
upanc0090,NCT03458715,dual,y,insulin_biphasic,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand biphasic insulin
upanc0176,UMIN000029628,dual|triple+,y,canagliflozin,NA,NA,NA,NA,NA,NA,NA,y,oads,NA,NA,NA,NA,NA,NA,NA,dpp4i,NA,NA,NA,"mand canagliflozin both arms, optional concominant oads excpet other sglt2i and dpp4i"
upanc0005,2016-000574-38,triple+,y,metformin,and,dapagliflozin,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand dapa and mf both arms
upanc0121,NCT04170998,triple+,y,metformin,and,dapagliflozin,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand dual therapy mf and dapagliflozin
upanc0126,NCT04356742,triple+,y,metformin,and,evogliptin,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand dual therapy mf and evogliptin
upanc0048,NCT02338921,triple+,y,metformin,and,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand dual therapy with mf and su
upanc0059,NCT02653209,triple+,y,metformin,and,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand dual therapy with mf and su
upanc0078,NCT03076112,triple+,y,metformin,and,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand dual therapy with mf and su
upanc0125,NCT04233801,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,mand insulin (basal or biphasic) optional oads up to 2
upanc0119,NCT04120623,dual,y,insulin_csii,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand insulin aspart in csii in both arms
upanc0168,UMIN000024865,triple+,y,any_oad,and,insulin_basal,NA,NA,NA,NA,1,y,any_oad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mand insulin degludec, in combo injection in aspart arm, mand 1 or more oads (metformin, sulfonylureas, glinides, dipeptidyl peptidase 4 inhibitors, sodium-glucose co-transporter 2 inhibitors, thiazolidinedi-ones or a-glucosidase inhibitors)"
upanc0097,NCT03737240,dual|triple+,y,insulin_basal,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mand insulin degludec, in combo injection in glp1ra arm, optional mf"
upanc0044,NCT02194595,dual|triple+,y,insulin_basal,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mand insulin glargine all arms, optional oads (no glp1ra)"
upanc0061,NCT02690883,dual,y,insulin_basal,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand insulin glargine both arms
upanc0133,NCT04591626,triple+,y,insulin_basal,and,metformin,pioglitazone,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,or,"mand insulin glargine, mand meformin or acarbose"
upanc0130,NCT04537923,dual|triple+,y,insulin_basal,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mand insulin glargine, optional mf"
upanc0151,UMIN000010830,dual|triple+,y,insulin_basal,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,dpp4i|sglt2i|alpha,NA,NA,NA,"mand insulin, optional oads (excpet dpp4i, alphas or sglt2is)"
upanc0109,NCT03959501,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mand insulin, optional mf"
upanc0032,IRSCTN 2013L01573,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,dpp4i|sglt2i,NA,NA,NA,"mand insulin, optional up to 2 oads except sglt2i, dpp4i. No glp1ra allowed"
upanc0003,2012-001941-42,dual|triple+,y,insulin_mdi,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mand mdi basal bolus insulin, optional mf"
upanc0013,ChiCTR1800015822,dual,y,insulin_mdi,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand mdi both arms (glargine and aspart)
upanc0010,ACTRN12616001059459,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin
upanc0068,NCT02875821,triple+,y,metformin,and,pioglitazone,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin and pio in both arms
upanc0041,NCT02106104,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin monotherapy
upanc0042,NCT02145611,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin monotherapy
upanc0052,NCT02477969,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin monotherapy
upanc0053,NCT02480465,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin monotherapy
upanc0062,NCT02751398,dual|triple+,y,metformin,and_or,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin or su or combo
upanc0011,ChiCTR1800015296,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,sulphonylurea_any,and_or,dpp4i_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mand metformin, optional su, optional dpp4i"
upanc0002,2008-008367-95,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,sulphonylurea_any,and_or,glinide_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mand metformin, optional su, optional glinide"
upanc0015,ChiCTR1900021861,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand mf
upanc0025,Hawler Medical University records of the clinical trials: No.276,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand mf
upanc0038,NCT01595789,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand mf
upanc0135,NCT04634500,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand mf
upanc0154,UMIN000014864,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mand mf 750mg both arms, increased mf in control arm"
upanc0136,NCT04654390,triple+,y,metformin,and,gemigliptin,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand mf and gemigliptin dual therapy
upanc0027,IRCT201306100,triple+,y,metformin,and,glibenclamide,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand mf and glibenclamide
upanc0148,researchregistry6306,triple+,y,metformin,and,glimepiride,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand mf and glimepiride dual therapy
upanc0006,2016-002225-10,dual|triple+,y,metformin,and_or,insulin_basal,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand mf and or basal insulin
upanc0001,100-IRMI/PRI 16/6/2 (007/2017),dual,y,metformin,or,insulin_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand mf and or insulin
upanc0086,NCT03361098,dual|triple+,y,metformin,and_or,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand mf and or su
upanc0140,NCT05147896,triple+,y,metformin,and,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand mf and su
upanc0179,UMIN000034951,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,dpp4i,NA,NA,NA,"mand mf as combo tablet, optional standard care exept dpp4i, glp1ra or insulin"
upanc0008,2017-001779-22,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand mf monotherapy
upanc0016,ChiCTR2000035091,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand mf monotherapy
upanc0022,CTRI/2017/02/007766,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand mf monotherapy
upanc0023,CTRI/2017/07/009121,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand mf monotherapy
upanc0110,NCT03961659,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand mf monotherapy
upanc0111,NCT03970044,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand mf monotherapy
upanc0115,NCT04017832,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand mf monotherapy
upanc0122,NCT04183868,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand mf monotherapy
upanc0124,NCT04218734,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand mf monotherapy
upanc0132,NCT04564872,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand mf monotherapy
upanc0141,NCT05359432,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand mf monotherapy
upanc0020,ChiCTR-IPR-17010825,dual|triple+,y,metformin,and_or,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand mf or su or both
upanc0035,jRCTs031180205,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,alpha_any,and_or,tzd_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mand mf, optional alpha or tzd"
upanc0014,ChiCTR1800019864,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,insulin_bisphasic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mand mf, optional biphasic insulin"
upanc0100,NCT03798054,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,sglt2i_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mand mf, optional sglt2i"
upanc0102,NCT03819790,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,sglt2i_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mand mf, optional sglt2i"
upanc0117,NCT04093752,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mand mf, optional su"
upanc0069,NCT02887677,dual|triple+,y,metformin,and_or,insulin_any,sulphonylurea_any,dpp4i_any,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,and_or,"mand monotherapy or combo of  two of metformin, sulphonylurea, DPP-4 inhibitor, or insulin for the past 3 months"
upanc0160,UMIN000020239,dual,y,any_oad,NA,NA,NA,NA,NA,NA,1,n,NA,NA,NA,NA,NA,NA,NA,NA,sglt2i,1,NA,NA,mand oad excpet sglt2i
upanc0060,NCT02655770,dual|triple+,y,any_oad,or,insulin_basal,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,dpp4i,NA,NA,NA,mand one or more oad or long acting insulin (no glp1ra or dpp4i allowed)
upanc0186,UMIN000045003,dual,y,semaglutide,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mand semaglutide monotherapy both arms,"
upanc0094,NCT03590626,dual|triple+,y,metformin,and_or,insulin_any,sulphonylurea_any,dpp4i_any,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,and_or,"mand standard care metformin, DPP-4 inhibitors, sulphonylureas or insulin, in any combination"
upanc0150,UMIN000006511,dual,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand su monotherapy
upanc0037,KCT0005169,triple+,y,metformin,and,sulphonylurea_any,sglt2i_any,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,and,"mand triple therapy mf, su and sglt2i"
upanc0127,NCT04446026,triple+,y,metformin,and,sulphonylurea_any,sglt2i_any,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,and,"mand triple therapy mf, su and sglt2i"
upanc0114,NCT04013581,triple+,y,metformin,and,sulphonylurea_any,dpp4i_any,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,and,"mand triple therapy with Metformin, DPP-4 inhibitors, Sulfonylurea"
upanc0039,NCT01919489,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,insulin_basal,sulphonylurea_any,glinide_any,NA,NA,NA,NA,NA,NA,NA,"diet and/or OADs including sulphonylureas, repaglinide, nateglinide, or metformin, either as monotherapy or in combination therapy, or taking a low total daily dose of insulin"
upanc0040,NCT01952145,triple+,y,metformin,and,insulin_basal,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
upanc0045,NCT02235298,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
upanc0047,NCT02324842,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
upanc0049,NCT02420262,triple+,y,metformin,and,insulin_basal,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
upanc0050,NCT02433678,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,any_oad,and_or,insulin_any,NA,NA,NA,NA,NA,dpp4i,NA,NA,NA,NA
upanc0054,NCT02501161,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,sulphonylurea_any,dpp4i_any,glinide_any,pioglitazone,NA,NA,NA,NA,NA,NA,"metformin ?1500 mg or maximum tolerated dose), sulphonylureas, glinides, pioglitazone, or dipeptidyl peptidase 4 inhibitors "
upanc0056,NCT02551874,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
upanc0057,NCT02613897,dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms
upanc0064,NCT02773368,dual|triple+,y,sglt2i_any,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,dpp4i_any,pioglitazone,NA,NA,NA,NA,NA,NA,NA,NA,NA
upanc0065,NCT02787551,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,sglt2i_any,and_or,pioglitazone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
upanc0070,NCT02889510,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,insulin_any,and_or,sulphonylurea_any,tzd_any,NA,NA,NA,NA,NA,NA,NA,NA,NA
upanc0071,NCT02912455,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
upanc0075,NCT02973477,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
upanc0081,NCT03231709,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
upanc0083,NCT03315143,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,insulin_any,sulphonylurea_any,dpp4i_any,glp1ra_any,NA,NA,NA,NA,NA,NA,NA
upanc0084,NCT03338855,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
upanc0085,NCT03353350,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
upanc0087,NCT03387683,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
upanc0091,NCT03496298,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,any_oad,and_or,insulin_any,NA,NA,NA,NA,NA,dpp4i,NA,NA,NA,NA
upanc0093,NCT03521934,mono|dual|triple+,n,NA,NA,NA,NA,NA,NA,NA,NA,y,metformin,and_or,insulin_any,sulphonylurea_any,dpp4i_any,glp1ra_any,NA,NA,NA,NA,NA,NA,NA
upanc0095,NCT03689374,triple+,y,metformin,and,insulin_basal,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
upanc0096,NCT03730662,dual|triple+,y,metformin,and_or,sulphonylurea_any,sglt2i_any,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,and_or,NA
upanc0104,NCT03861039,dual,y,metformin,or,sulphonylurea_any,sglt2i_any,alpha_any,glinide_any,tzd_any,1,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,or,NA
upanc0105,NCT03861052,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
upanc0106,NCT03882970,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,sglt2i_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
upanc0108,NCT03954834,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
upanc0112,NCT03987919,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
upanc0113,NCT03989232,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
upanc0116,NCT04039503,dual|triple+,y,insulin_basal,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
upanc0144,NCT05480007,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms
