trial_id,arm_id_unq,arm_id_subgroup,arm_id,ctgov_group_code,arm_label,drug_name,drug_dose,drug_unit,drug_freq,drug2_name,drug2_dose,drug2_unit,drug2_freq,result_group_id,design_group_id,note,n_rand,subgroup_name,subgroup_name2,source
NCT00099853,ab0019,NA,ab0019,NA,vildagliptin,vildagliptin,50,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00099866,ab0020,NA,ab0020,NA,metformin,metformin,1000,mg,bd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00099866,ab0021,NA,ab0021,NA,vildagliptin,vildagliptin,50,mg,bd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00099892,ac0036,NA,ac0036,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,NA,NA,NA
NCT00099892,ac0037,NA,ac0037,NA,vildagliptin,vildagliptin,50,milligram,od,NA,NA,NA,NA,NA,NA,NA,177,NA,NA,NA
NCT00099892,ac0038,NA,ac0038,NA,vildagliptin,vildagliptin,50,milligram,bd,NA,NA,NA,NA,NA,NA,NA,185,NA,NA,NA
NCT00099905,ac0039,NA,ac0039,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,NA,NA,NA
NCT00099905,ac0040,NA,ac0040,NA,vildagliptin,vildagliptin,50,milligram,od,NA,NA,NA,NA,NA,NA,NA,163,NA,NA,NA
NCT00099905,ac0041,NA,ac0041,NA,vildagliptin,vildagliptin,50,milligram,bd,NA,NA,NA,NA,NA,NA,NA,153,NA,NA,NA
NCT00099905,ac0042,NA,ac0042,NA,vildagliptin,vildagliptin,100,milligram,od,NA,NA,NA,NA,NA,NA,NA,157,NA,NA,NA
NCT00099918,ac0043,NA,ac0043,NA,rosiglitazone,rosiglitazone,8,milligram,od,NA,NA,NA,NA,NA,NA,NA,267,NA,NA,NA
NCT00099918,ac0044,NA,ac0044,NA,vildagliptin,vildagliptin,50,milligram,bd,NA,NA,NA,NA,NA,NA,NA,519,NA,NA,NA
NCT00099931,ac0045,NA,ac0045,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,NA,NA,NA
NCT00099931,ac0046,NA,ac0046,NA,vildagliptin,vildagliptin,50,milligram,bd,NA,NA,NA,NA,NA,NA,NA,144,NA,NA,NA
NCT00099944,ab0022,NA,ab0022,NA,placebo,placebo,NA,NA,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00099944,ab0023,NA,ab0023,NA,vildagliptin,vildagliptin,50,mg,bd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00099944,ab0024,NA,ab0024,NA,vildagliptin,vildagliptin,50,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00101673,ac0047,NA,ac0047,NA,pioglitazone,pioglitazone,30,milligram,od,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA
NCT00101673,ac0048,NA,ac0048,NA,vildagliptin,vildagliptin,50,milligram,od,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA
NCT00101673,ac0049,NA,ac0049,NA,vildagliptin,vildagliptin,50,milligram,bd,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA
NCT00101712,ab0025,NA,ab0025,NA,placebo,placebo,NA,NA,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00101712,ab0026,NA,ab0026,NA,vildagliptin,vildagliptin,50,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00101803,ac0050,NA,ac0050,NA,pioglitazone,pioglitazone,30,milligram,od,NA,NA,NA,NA,NA,NA,NA,161,NA,NA,NA
NCT00101803,ac0051,NA,ac0051,NA,vildagliptin_pioglitazone,vildagliptin,50,milligram,od,pioglitazone,15,milligram,od,NA,NA,NA,144,NA,NA,NA
NCT00101803,ac0052,NA,ac0052,NA,vildagliptin_pioglitazone,vildagliptin,100,milligram,od,pioglitazone,30,milligram,od,NA,NA,NA,148,NA,NA,NA
NCT00101803,ac0053,NA,ac0053,NA,vildagliptin,vildagliptin,100,milligram,od,NA,NA,NA,NA,NA,NA,NA,154,NA,NA,NA
NCT00102388,ab0027,NA,ab0027,NA,gliclazide,gliclazide,160,mg,bd,NA,NA,NA,NA,NA,NA,titrated up to this dose as tolerated. Doesn't say strating dose,NA,NA,NA,NA
NCT00102388,ab0028,NA,ab0028,NA,vildagliptin,vildagliptin,50,mg,bd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00102466,ab0029,NA,ab0029,NA,gliclazide,gliclazide,160,mg,bd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00102466,ab0030,NA,ab0030,NA,vildagliptin,vildagliptin,50,mg,bd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00103857,uaa10027,NA,aa0036,BG006|EG006|FG006,ignore_nonrand,NA,NA,NA,NA,NA,NA,NA,NA,9602674|9602682|9602695,NA,NA,NA,NA,NA,NA
NCT00103857,uaa10028,NA,aa0039|aa0040,BG002|EG002|FG002|OG002,metformin,metformin,1000,milligram,bd,NA,NA,NA,NA,9602670|9602678|9602691|9602685,NA,NA|NA,NA,NA,NA,NA
NCT00103857,uaa10029,NA,aa0037|aa0038,BG001|EG001|FG001|OG001,metformin,metformin,500,milligram,bd,NA,NA,NA,NA,9602669|9602677|9602690|9602684,NA,NA|NA,NA,NA,NA,NA
NCT00103857,uaa10030,NA,aa0041|aa0042,BG005|EG005|FG005|OG005,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9602673|9602681|9602694|9602688,NA,NA|NA,NA,NA,NA,NA
NCT00103857,uaa10031,NA,aa0046|aa0047,BG004|EG004|FG004|OG004,sitagliptin_metformin,sitagliptin,50,milligram,bd,metformin,1000,milligram,bd,9602672|9602680|9602693|9602687,NA,NA|NA,NA,NA,NA,NA
NCT00103857,uaa10032,NA,aa0044|aa0045,BG003|EG003|FG003|OG003,sitagliptin_metformin,sitagliptin,50,milligram,bd,metformin,500,milligram,bd,9602671|9602679|9602692|9602686,NA,NA|NA,NA,NA,NA,NA
NCT00103857,uaa10033,NA,aa0043,BG000|EG000|FG000|OG000,sitagliptin,sitagliptin,100,milligram,od,NA,NA,NA,NA,9602668|9602676|9602683|9602689,NA,NA,NA,NA,NA,NA
NCT00103857,uaa10034,NA,aa0048,BG007,total,NA,NA,NA,NA,NA,NA,NA,NA,9602675,NA,NA,NA,NA,NA,NA
NCT00106340,ab0031,NA,ab0031,NA,glimepiride,glimepiride,6,mg,od,NA,NA,NA,NA,NA,NA,titrated up to this dose as tolerated. Doesn't say strating dose,NA,NA,NA,NA
NCT00106340,ab0032,NA,ab0032,NA,vildagliptin,vildagliptin,50,mg,bd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00106704,uaa10035,NA,aa0049,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9603153|9603156|9603158|9603160,NA,NA,NA,NA,NA,NA
NCT00106704,uaa10036,NA,aa0050,BG000|EG000|FG000|OG000,sitagliptin,sitagliptin,100,milligram,od,NA,NA,NA,NA,9603152|9603155|9603157|9603159,NA,NA,NA,NA,NA,NA
NCT00106704,uaa10037,NA,aa0051,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9603154,NA,NA,NA,NA,NA,NA
NCT00110240,ac0054,NA,ac0054,NA,acarbose,acarbose,300,milligram,od,NA,NA,NA,NA,NA,NA,NA,220,NA,NA,NA
NCT00110240,ac0055,NA,ac0055,NA,vildagliptin,vildagliptin,100,milligram,od,NA,NA,NA,NA,NA,NA,acarbose uptitrated to this dose,441,NA,NA,NA
NCT00120536,ac0056,NA,ac0056,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA
NCT00120536,ac0057,NA,ac0057,NA,vildagliptin,vildagliptin,50,milligram,od,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA
NCT00120536,ac0058,NA,ac0058,NA,vildagliptin,vildagliptin,50,milligram,bd,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA
NCT00120536,ac0059,NA,ac0059,NA,vildagliptin,vildagliptin,100,milligram,od,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA
NCT00121641,uaa10038,NA,aa0052|aa0053|aa0054,OG000|OG000|EG000|FG004|OG000,ignore_nonrand,NA,NA,NA,NA,NA,NA,NA,NA,9605651|9605650|9605645|9605652|9605653,NA,NA|NA|NA,NA,NA,NA,NA
NCT00121641,uaa10039,NA,aa0055,BG003|EG001|FG003|OG003,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9605639|9605644|9605649|9605654,NA,NA,NA,NA,NA,NA
NCT00121641,uaa10040,NA,aa0059,BG002|EG002|FG002|OG002,saxagliptin,saxagliptin,10,milligram,od,NA,NA,NA,NA,9605638|9605643|9605648|9605655,NA,NA,NA,NA,NA,NA
NCT00121641,uaa10041,NA,aa0056|aa0057,FG000|BG000|EG003|OG000,saxagliptin,saxagliptin,2.5,milligram,od,NA,NA,NA,NA,9605641|9605636|9605646|9605656,NA,NA|NA,NA,NA,NA,NA
NCT00121641,uaa10042,NA,aa0058,BG001|EG004|FG001|OG001,saxagliptin,saxagliptin,5,milligram,od,NA,NA,NA,NA,9605637|9605642|9605647|9605657,NA,NA,NA,NA,NA,NA
NCT00121641,uaa10043,NA,aa0060,BG004,total,NA,NA,NA,NA,NA,NA,NA,NA,9605640,NA,NA,NA,NA,NA,NA
NCT00121667,uaa10044,NA,aa0061,BG003|EG000|FG003|OG003,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9605661|9605666|9605670|9605671,NA,NA,NA,NA,NA,NA
NCT00121667,uaa10045,NA,aa0064,BG002|EG001|FG002|OG002,saxagliptin,saxagliptin,10,milligram,od,NA,NA,NA,NA,9605660|9605665|9605669|9605672,NA,NA,NA,NA,NA,NA
NCT00121667,uaa10046,NA,aa0062,BG000|EG002|FG000|OG000,saxagliptin,saxagliptin,2.5,milligram,od,NA,NA,NA,NA,9605658|9605663|9605667|9605673,NA,NA,NA,NA,NA,NA
NCT00121667,uaa10047,NA,aa0063,BG001|EG003|FG001|OG001,saxagliptin,saxagliptin,5,milligram,od,NA,NA,NA,NA,9605659|9605664|9605668|9605674,NA,NA,NA,NA,NA,NA
NCT00121667,uaa10048,NA,aa0065,BG004,total,NA,NA,NA,NA,NA,NA,NA,NA,9605662,NA,NA,NA,NA,NA,NA
NCT00135330,uaa10049,NA,aa0066,BG000|EG000|FG000|OG000,exenatide,exenatide,10,microgram,bd,NA,NA,NA,NA,9607859|9607863|9607866|9607869,NA,NA,NA,NA,NA,NA
NCT00135330,uaa10050,NA,aa0067,BG001|EG001|FG001|OG001,exenatide_rosiglitazone,exenatide,10,microgram,bd,rosiglitazone,4,milligram,bd,9607860|9607864|9607867|9607870,NA,NA,NA,NA,NA,NA
NCT00135330,uaa10051,NA,aa0068,BG002|EG002|FG002|OG002,rosiglitazone,rosiglitazone,4,milligram,bd,NA,NA,NA,NA,9607861|9607865|9607868|9607871,NA,NA,NA,NA,NA,NA
NCT00135330,uaa10052,NA,aa0069,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,9607862,NA,NA,NA,NA,NA,NA
NCT00138541,NA,NA,NA,NA,missing,missing,missing,missing,missing,NA,NA,NA,NA,NA,NA,nil information available; authors contacted,NA,NA,NA,NA
NCT00138567,ac0060,NA,ac0060,NA,metformin,metformin,1000,milligram,bd,NA,NA,NA,NA,NA,NA,NA,158,NA,NA,NA
NCT00138567,ac0061,NA,ac0061,NA,vildagliptin,vildagliptin,100,milligram,od,NA,NA,NA,NA,NA,NA,NA,304,NA,NA,NA
NCT00138606,ac0062,NA,ac0062,NA,vildagliptin,vildagliptin,100,milligram,od,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA
NCT00138606,ac0063,NA,ac0063,NA,vildagliptin,vildagliptin,50,milligram,od,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA
NCT00138619,ac0064,NA,ac0064,NA,rosiglitazone,rosiglitazone,8,milligram,od,NA,NA,NA,NA,NA,NA,NA,202,NA,NA,NA
NCT00138619,ac0065,NA,ac0065,NA,vildagliptin,vildagliptin,50,milligram,bd,NA,NA,NA,NA,NA,NA,NA,396,NA,NA,NA
NCT00237237,ac0066,NA,ac0066,NA,pioglitazone,pioglitazone,30,milligram,od,NA,NA,NA,NA,NA,NA,NA,281,NA,NA,NA
NCT00237237,ac0067,NA,ac0067,NA,vildagliptin,vildagliptin,50,milligram,bd,NA,NA,NA,NA,NA,NA,NA,295,NA,NA,NA
NCT00286429,uaa10053,NA,aa0070,BG001|EG001|FG001|OG001,alogliptin,alogliptin,12.5,milligram,od,NA,NA,NA,NA,9624101|9624105|9624108|9624111,NA,NA,NA,NA,NA,NA
NCT00286429,uaa10054,NA,aa0071,BG002|EG002|FG002|OG002,alogliptin,alogliptin,25,milligram,od,NA,NA,NA,NA,9624102|9624106|9624109|9624112,NA,NA,NA,NA,NA,NA
NCT00286429,uaa10055,NA,aa0072,BG000|EG000|FG000|OG000,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9624100|9624104|9624107|9624110,NA,NA,NA,NA,NA,NA
NCT00286429,uaa10056,NA,aa0073,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,9624103,NA,NA,NA,NA,NA,NA
NCT00286442,uaa10057,NA,aa0074,BG000|EG000|FG000|OG000,alogliptin,alogliptin,12.5,milligram,od,NA,NA,NA,NA,9624113|9624117|9624120|9624123,NA,NA,NA,NA,NA,NA
NCT00286442,uaa10058,NA,aa0075,BG001|EG001|FG001|OG001,alogliptin,alogliptin,25,milligram,od,NA,NA,NA,NA,9624114|9624118|9624121|9624124,NA,NA,NA,NA,NA,NA
NCT00286442,uaa10059,NA,aa0076,BG002|EG002|FG002|OG002,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9624115|9624119|9624122|9624125,NA,NA,NA,NA,NA,NA
NCT00286442,uaa10060,NA,aa0077,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,9624116,NA,NA,NA,NA,NA,NA
NCT00286455,uaa10061,NA,aa0078,BG001|EG001|FG001|OG001,alogliptin,alogliptin,12.5,milligram,od,NA,NA,NA,NA,9624127|9624131|9624134|9624137,NA,NA,NA,NA,NA,NA
NCT00286455,uaa10062,NA,aa0079,BG002|EG002|FG002|OG002,alogliptin,alogliptin,25,milligram,od,NA,NA,NA,NA,9624128|9624132|9624135|9624138,NA,NA,NA,NA,NA,NA
NCT00286455,uaa10063,NA,aa0080,BG000|EG000|FG000|OG000,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9624126|9624130|9624133|9624136,NA,NA,NA,NA,NA,NA
NCT00286455,uaa10064,NA,aa0081,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,9624129,NA,NA,NA,NA,NA,NA
NCT00286468,uaa10065,NA,aa0082,BG001|EG001|FG001|OG001,alogliptin,alogliptin,12.5,milligram,od,NA,NA,NA,NA,9624140|9624144|9624147|9624150,NA,NA,NA,NA,NA,NA
NCT00286468,uaa10066,NA,aa0083,BG002|EG002|FG002|OG002,alogliptin,alogliptin,25,milligram,od,NA,NA,NA,NA,9624141|9624145|9624148|9624151,NA,NA,NA,NA,NA,NA
NCT00286468,uaa10067,NA,aa0084,BG000|EG000|FG000|OG000,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9624139|9624143|9624146|9624149,NA,NA,NA,NA,NA,NA
NCT00286468,uaa10068,NA,aa0085,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,9624142,NA,NA,NA,NA,NA,NA
NCT00286494,uaa10069,NA,aa0086,BG001|EG001|FG001|OG001,alogliptin,alogliptin,12.5,milligram,od,NA,NA,NA,NA,9624153|9624157|9624160|9624163,NA,NA,NA,NA,NA,NA
NCT00286494,uaa10070,NA,aa0087,BG002|EG002|FG002|OG002,alogliptin,alogliptin,25,milligram,od,NA,NA,NA,NA,9624154|9624158|9624161|9624164,NA,NA,NA,NA,NA,NA
NCT00286494,uaa10071,NA,aa0088,BG000|EG000|FG000|OG000,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9624152|9624156|9624159|9624162,NA,NA,NA,NA,NA,NA
NCT00286494,uaa10072,NA,aa0089,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,9624155,NA,NA,NA,NA,NA,NA
NCT00289848,uaa10073,NA,aa0090,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9624650|9624653|9624655|9624657,NA,NA,NA,NA,NA,NA
NCT00289848,uaa10074,NA,aa0091,BG000|EG000|FG000|OG000,sitagliptin,sitagliptin,100,milligram,od,NA,NA,NA,NA,9624649|9624652|9624654|9624656,NA,NA,NA,NA,NA,NA
NCT00289848,uaa10075,NA,aa0092,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9624651,NA,NA,NA,NA,NA,NA
NCT00294723,uaa10076,NA,aa0093|aa0094,BG002|FG002|OG002|EG002,glimepiride,glimepiride,8,milligram,od,NA,NA,NA,NA,9625454|9625458|9625461|9625464,NA,NA|NA,NA,NA,NA,NA
NCT00294723,uaa10077,NA,aa0095|aa0096|aa0097,EG005|EG004|EG003,ignore_ext,NA,NA,NA,NA,NA,NA,NA,NA,9625467|9625466|9625465,NA,NA|NA|NA,NA,NA,NA,NA
NCT00294723,uaa10078,NA,aa0098|aa0099,BG001|FG001|OG001|EG001,liraglutide,liraglutide,1.2,milligram,od,NA,NA,NA,NA,9625453|9625457|9625460|9625463,NA,NA|NA,NA,NA,NA,NA
NCT00294723,uaa10079,NA,aa0100|aa0101,BG000|FG000|OG000|EG000,liraglutide,liraglutide,1.8,milligram,od,NA,NA,NA,NA,9625452|9625456|9625459|9625462,NA,NA|NA,NA,NA,NA,NA
NCT00294723,uaa10080,NA,aa0102,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,9625455,NA,NA,NA,NA,NA,NA
NCT00295633,uaa10081,NA,aa0103|aa0104,EG000|BG002|FG002|OG002,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9625550|9625542|9625546|9625549,NA,NA|NA,NA,NA,NA,NA
NCT00295633,uaa10082,NA,aa0105|aa0106|aa0107,EG001|FG000|BG000|OG000,saxagliptin,saxagliptin,2.5,milligram,od,NA,NA,NA,NA,9625551|9625544|9625540|9625547,NA,NA|NA|NA,NA,NA,NA,NA
NCT00295633,uaa10083,NA,aa0108|aa0109,EG002|BG001|FG001|OG001,saxagliptin,saxagliptin,5,milligram,od,NA,NA,NA,NA,9625552|9625541|9625545|9625548,NA,NA|NA,NA,NA,NA,NA
NCT00295633,uaa10084,NA,aa0110,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,9625543,NA,NA,NA,NA,NA,NA
NCT00300287,ac0068,NA,ac0068,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA
NCT00300287,ac0069,NA,ac0069,NA,vildagliptin,vildagliptin,50,milligram,od,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA
NCT00305604,uaa10085,NA,aa0112,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9627546|9627549|9627551|9627553,NA,NA,NA,NA,NA,NA
NCT00305604,uaa10086,NA,aa0111,BG000|EG000|FG000|OG000,sitagliptin,sitagliptin,100,milligram,od,NA,NA,NA,NA,9627545|9627548|9627550|9627552,NA,dose reduced as required for renal function,NA,NA,NA,NA
NCT00305604,uaa10087,NA,aa0113,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9627547,NA,NA,NA,NA,NA,NA
NCT00306384,uaa10088,NA,aa0001,BG000|EG000|FG000|OG000,alogliptin,alogliptin,12.5,milligram,od,NA,NA,NA,NA,9627717|9627721|9627724|9627727,NA,NA,NA,NA,NA,NA
NCT00306384,uaa10089,NA,aa0002|aa0003,BG001|EG001|FG001|OG001|BG002|EG002|FG002|OG002,alogliptin,alogliptin,25,milligram,od,NA,NA,NA,NA,9627718|9627722|9627725|9627728|9627719|9627723|9627726|9627729,NA,NA|NA,NA,NA,NA,NA
NCT00306384,uaa10090,NA,aa0004,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,9627720,NA,NA,NA,NA,NA,NA
NCT00308139,uaa10091,NA,aa0115|aa0118|aa0125|aa0126|aa0127|aa0128|aa0129|aa0130,OG001|OG001|OG001|OG001|OG001|EG001|BG001|FG001|OG001|OG001,exenatide,exenatide,10,microgram,bd,NA,NA,NA,NA,9628065|9628070|9628062|9628056|9628060|9628075|9628051|9628054|9628058|9628063,NA,cohort with ancillary su|cohort without ancillary su|NA|NA|NA|NA|NA|NA,NA,NA,NA,NA
NCT00308139,uaa10092,NA,aa0114|aa0117|aa0120|aa0121|aa0122|aa0123|aa0124,OG000|OG000|OG000|EG000|BG000|FG000|OG000|OG002|OG002,exenatide,exenatide,2,milligram,weekly,NA,NA,NA,NA,9628064|9628069|9628055|9628074|9628050|9628053|9628057|9628071|9628066,NA,cohort with ancillary su|cohort without ancillary su|NA|NA|NA|NA|NA,NA,NA,NA,NA
NCT00308139,uaa10093,NA,aa0116|aa0119|aa0131|aa0132|aa0133|aa0134|aa0135,OG004|OG004|EG004|EG002|EG003|OG003|OG003,ignore_ext,NA,NA,NA,NA,NA,NA,NA,NA,9628068|9628073|9628078|9628076|9628077|9628072|9628067,NA,cohort with ancillary su|cohort without ancillary su|NA|NA|NA|NA|NA,NA,NA,NA,NA
NCT00308139,uaa10094,NA,aa0136|aa0137|aa0138,OG002|OG002|BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9628061|9628059|9628052,NA,NA|NA|NA,NA,NA,NA,NA
NCT00313001,ac0070,NA,ac0070,NA,exenatide,exenatide,10,microgram,bd,NA,NA,NA,NA,NA,NA,structured escalation to this dose,124,NA,NA,NA
NCT00313001,ac0071,NA,ac0071,NA,insulin_biphasic,insulin_biphasic,6,units,bd,NA,NA,NA,NA,NA,NA,uptitrated from here as per bms,124,NA,NA,NA
NCT00313001,ac0072,NA,ac0072,NA,insulin_biphasic,insulin_biphasic,12,units,od,NA,NA,NA,NA,NA,NA,uptitrated from here as per bms,124,NA,NA,NA
NCT00313313,uaa10095,NA,aa0139,BG002|EG000|FG002|OG002,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9628874|9628878|9628881|9628882,NA,NA,NA,NA,NA,NA
NCT00313313,uaa10096,NA,aa0140,BG000|EG001|FG000|OG000,saxagliptin,saxagliptin,2.5,milligram,od,NA,NA,NA,NA,9628872|9628876|9628879|9628883,NA,NA,NA,NA,NA,NA
NCT00313313,uaa10097,NA,aa0141,BG001|EG002|FG001|OG001,saxagliptin,saxagliptin,5,milligram,od,NA,NA,NA,NA,9628873|9628877|9628880|9628884,NA,NA,NA,NA,NA,NA
NCT00313313,uaa10098,NA,aa0142,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,9628875,NA,NA,NA,NA,NA,NA
NCT00316082,uaa10099,NA,aa0149,BG004|EG000|FG004|OG001|OG003|OG004,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9629308|9629314|9629318|9629320|9629323|9629324,NA,NA,NA,NA,NA,NA
NCT00316082,uaa10102,NA,aa0150,BG005,total,NA,NA,NA,NA,NA,NA,NA,NA,9629309,NA,NA,NA,NA,NA,NA
NCT00316082,uaa10100,uaa10100a,aa0143|aa0144|aa0145,BG002|EG001|FG002|OG002|BG000|FG000|OG000|EG002|OG000,saxagliptin,saxagliptin,2.5,milligram,od,NA,NA,NA,NA,9629306|9629312|9629317|9629325|9629304|9629310|9629321|9629315|9629326,NA,allowed uptitration to 5mg in this arm|am dosing|am dosing,NA,2.5mg only,NA,NA
NCT00316082,uaa10100,uaa10100b,aa0143|aa0144|aa0145,BG002|EG001|FG002|OG002|BG000|FG000|OG000|EG002|OG000,saxagliptin,saxagliptin,2.5,milligram,od,NA,NA,NA,NA,9629306|9629312|9629317|9629325|9629304|9629310|9629321|9629315|9629326,NA,allowed uptitration to 5mg in this arm|am dosing|am dosing,NA,allows titration to 5mg,NA,NA
NCT00316082,uaa10101,uaa10101a,aa0146|aa0147|aa0148,BG001|EG003|FG001|OG001|BG003|FG003|OG003|EG004|OG000,saxagliptin,saxagliptin,5,milligram,od,NA,NA,NA,NA,9629305|9629311|9629316|9629327|9629307|9629313|9629322|9629319|9629328,NA,am dosing|pm dosing|pm dosing,NA,am dosing,NA,NA
NCT00316082,uaa10101,uaa10101b,aa0146|aa0147|aa0148,BG001|EG003|FG001|OG001|BG003|FG003|OG003|EG004|OG000,saxagliptin,saxagliptin,5,milligram,od,NA,NA,NA,NA,9629305|9629311|9629316|9629327|9629307|9629313|9629322|9629319|9629328,NA,am dosing|pm dosing|pm dosing,NA,pm dosing,NA,NA
NCT00318422,ac0073,NA,ac0073,NA,liraglutide,liraglutide,0.6,milligram,od,NA,NA,NA,NA,NA,NA,NA,233,NA,NA,NA
NCT00318422,ac0074,NA,ac0074,NA,liraglutide,liraglutide,1.2,milligram,od,NA,NA,NA,NA,NA,NA,NA,228,NA,NA,NA
NCT00318422,ac0075,NA,ac0075,NA,liraglutide,liraglutide,1.8,milligram,od,NA,NA,NA,NA,NA,NA,NA,234,NA,NA,NA
NCT00318422,ac0076,NA,ac0076,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA
NCT00318422,ac0077,NA,ac0077,NA,rosiglitazone,rosiglitazone,4,milligram,od,NA,NA,NA,NA,NA,NA,NA,232,NA,NA,NA
NCT00318461,uaa10103,NA,aa0151,BG004|EG004|FG004|OG004,glimepiride,glimepiride,4,milligram,od,NA,NA,NA,NA,9629716|9629722|9629727|9629732,NA,NA,NA,NA,NA,NA
NCT00318461,uaa10104,NA,aa0152,BG000|EG000|FG000|OG000,liraglutide,liraglutide,0.6,milligram,od,NA,NA,NA,NA,9629712|9629718|9629723|9629728,NA,NA,NA,NA,NA,NA
NCT00318461,uaa10105,NA,aa0153,BG001|EG001|FG001|OG001,liraglutide,liraglutide,1.2,milligram,od,NA,NA,NA,NA,9629713|9629719|9629724|9629729,NA,NA,NA,NA,NA,NA
NCT00318461,uaa10106,NA,aa0154,BG002|EG002|FG002|OG002,liraglutide,liraglutide,1.8,milligram,od,NA,NA,NA,NA,9629714|9629720|9629725|9629730,NA,NA,NA,NA,NA,NA
NCT00318461,uaa10107,NA,aa0155,BG003|EG003|FG003|OG003,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9629715|9629721|9629726|9629731,NA,NA,NA,NA,NA,NA
NCT00318461,uaa10108,NA,aa0156,BG005,total,NA,NA,NA,NA,NA,NA,NA,NA,9629717,NA,NA,NA,NA,NA,NA
NCT00324363,ab0033,NA,ab0033,NA,exenatide,exenatide,10,microgram,bd,NA,NA,NA,NA,NA,NA,standardised escalation,NA,NA,NA,NA
NCT00324363,ab0034,NA,ab0034,NA,placebo,placebo,NA,NA,bd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00325117,ac0078,NA,ac0078,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA
NCT00325117,ac0079,NA,ac0079,NA,vildagliptin,vildagliptin,50,milligram,bd,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA
NCT00327015,uaa10109,NA,aa0157,BG003|EG000|FG003|OG002,metformin,metformin,500,milligram,od,NA,NA,NA,NA,9631433|9631438|9631442|9631443,NA,metformin titrated as tolerated,NA,NA,NA,NA
