nct_id,arm_id_unq,drug_name,drug_dose,drug_unit,drug_freq,drug2_name,drug2_dose,drug2_unit,drug2_freq,new_note
NCT01368081,uaa10733,empagliflozin,10,milligram,od,,,,,
NCT01368081,uaa10733,empagliflozin,10,milligram,od,,,,,
NCT01368081,uaa10733,empagliflozin,10,milligram,od,,,,,
NCT01368081,uaa10733,empagliflozin,10,milligram,od,,,,,
NCT01368081,uaa10733,empagliflozin,10,milligram,od,,,,,
NCT01368081,uaa10734,empagliflozin,25,milligram,od,,,,,
NCT01368081,uaa10734,empagliflozin,25,milligram,od,,,,,
NCT01368081,uaa10734,empagliflozin,25,milligram,od,,,,,
NCT01368081,uaa10734,empagliflozin,25,milligram,od,,,,,
NCT01368081,uaa10734,empagliflozin,25,milligram,od,,,,,
NCT01368081,uaa10734,empagliflozin,25,milligram,od,,,,,
NCT01368081,uaa10735,metformin,250,milligram,bd,,,,,
NCT01368081,uaa10735,metformin,250,milligram,bd,,,,,
NCT01368081,uaa10735,metformin,250,milligram,bd,,,,,
NCT01368081,uaa10735,metformin,250,milligram,bd,,,,,
NCT01368081,uaa10735,metformin,250,milligram,bd,,,,,
NCT01368081,uaa10735,metformin,250,milligram,bd,,,,,
NCT01697592,uaa10856,omarigliptin,25,milligram,weekly,,,,,
NCT01697592,uaa10856,omarigliptin,25,milligram,weekly,,,,,
NCT01697592,uaa10856,omarigliptin,25,milligram,weekly,,,,,
NCT01697592,uaa10856,omarigliptin,25,milligram,weekly,,,,,
NCT01697592,uaa10856,omarigliptin,25,milligram,weekly,,,,,
NCT01697592,uaa10857,placebo,,,,,,,,
NCT01697592,uaa10857,placebo,,,,,,,,
NCT01697592,uaa10857,placebo,,,,,,,,
NCT01697592,uaa10857,placebo,,,,,,,,
NCT01697592,uaa10857,placebo,,,,,,,,
NCT01720446,uaa10891,placebo,,,,,,,,
NCT01720446,uaa10891,placebo,,,,,,,,
NCT01919489,unq_updaa10001,insulin_glargine,as per bm,units,od,,,,,
NCT01919489,unq_updaa10002,liraglutide,1.8,mg,od,,,,,
NCT01919489,unq_updaa10003,,,,,,,,,
NCT01952145,unq_updaa10004,insulin_glargine,as per bm,units,od,,,,,
NCT01952145,unq_updaa10005,liraglutide,0.6,mg,od,insulin_degludec,16,units,id,
NCT01952145,unq_updaa10006,,,,,,,,,
NCT02235298,unq_updaa10007,dapagliflozin,10,mg,od,,,,,
NCT02235298,unq_updaa10008,,,,,,,,,
NCT02235298,unq_updaa10009,,,,,,,,,
NCT02324842,unq_updaa10010,canagliflozin,300,mg,od,,,,,
NCT02324842,unq_updaa10011,canagliflozin,300,mg,od,liraglutide,1.8,mg,od,
NCT02324842,unq_updaa10012,liraglutide,1.8,mg,od,,,,,
NCT02324842,unq_updaa10013,,,,,,,,,
NCT02420262,unq_updaa10014,insulin_glargine,as per bm,units,od,insulin_aspart,as per bm,units,od,
NCT02420262,unq_updaa10015,liraglutide,0.6,mg,od,insulin_degludec,16,units,id,
NCT02420262,unq_updaa10016,,,,,,,,,
NCT02433678,unq_updaa10017,,,,,,,,,
NCT02433678,unq_updaa10018,dapagliflozin,10,mg,od,,,,,
NCT02433678,unq_updaa10019,placebo,,,,,,,,
NCT02501161,unq_updaa10020,insulin_glargine,as per bm,units,od,,,,,
NCT02501161,unq_updaa10021,liraglutide,0.36,mg,od,insulin_degludec,10,units,id,
NCT02501161,unq_updaa10022,,,,,,,,,
NCT02551874,unq_updaa10023,dapagliflozin,10,mg,od,saxagliptin,5,mg,od,
NCT02551874,unq_updaa10024,insulin_glargine,as per bm,units,od,,,,,
NCT02551874,unq_updaa10025,,,,,,,,,
NCT02613897,unq_updaa10026,dapagliflozin,10,mg,od,,,,,
NCT02613897,unq_updaa10027,dapagliflozin,10,mg,od,saxagliptin,5,mg,od,
NCT02613897,unq_updaa10028,,,,,,,,,
NCT02613897,unq_updaa10029,,,,,,,,,
NCT02773368,unq_updaa10030,insulin_glargine,as per bm,units,od,,,,,
NCT02773368,unq_updaa10031,liraglutide,0.36,mg,od,insulin_degludec,10,units,id,
NCT02773368,unq_updaa10032,,,,,,,,,
NCT02787551,unq_updaa10033,liraglutide|exenatide|albiglutide|dulaglutide,,,,,,,,
NCT02787551,unq_updaa10034,lixisenatide,5,microgram,od,insulin_glargine,10,units,od,
NCT02787551,unq_updaa10035,,,,,,,,,
NCT02889510,unq_updaa10036,liraglutide,1.8,mg,od,,,,,
NCT02889510,unq_updaa10037,,,,,,,,,
NCT02889510,unq_updaa10038,,,,,,,,,
NCT02912455,unq_updaa10039,canagliflozin,300,mg,od,,,,,
NCT02912455,unq_updaa10040,,,,,,,,,
NCT02912455,unq_updaa10041,,,,,,,,,
NCT02973477,unq_updaa10042,dapagliflozin,10,mg,od,,,,,
NCT02973477,unq_updaa10043,glimepiride,4,mg,od,,,,,
NCT02973477,unq_updaa10044,,,,,,,,,
NCT02973477,unq_updaa10045,,,,,,,,,
NCT02973477,unq_updaa10046,,,,,,,,,
NCT03231709,unq_updaa10047,alogliptin,25,mg,od,,,,,
NCT03231709,unq_updaa10048,,,,,,,,,
NCT03231709,unq_updaa10049,,,,,,,,,
NCT03231709,unq_updaa10050,,,,,,,,,
NCT03231709,unq_updaa10051,trelagliptin,100,mg,weekly,,,,,
NCT03315143,unq_updaa10052,,,,,,,,,
NCT03315143,unq_updaa10053,sotagliflozin,200,mg,od,,,,,
NCT03315143,unq_updaa10054,,,,,,,,,
NCT03338855,unq_updaa10055,dapagliflozin,10,mg,od,,,,,
NCT03338855,unq_updaa10056,,,,,,,,,
NCT03338855,unq_updaa10057,,,,,,,,,
NCT03338855,unq_updaa10058,,,,,,,,,
NCT03353350,unq_updaa10059,efpeglenatide,2,mg,weekly,,,,,
NCT03353350,unq_updaa10060,efpeglenatide,4,mg,weekly,,,,,
NCT03353350,unq_updaa10061,efpeglenatide,6,mg,weekly,,,,,
NCT03353350,unq_updaa10062,,,,,,,,,
NCT03353350,unq_updaa10063,,,,,,,,,
NCT03387683,unq_updaa10064,dapagliflozin,10,mg,od,,,,,
NCT03387683,unq_updaa10065,,,,,,,,,
NCT03387683,unq_updaa10066,,,,,,,,,
NCT03496298,unq_updaa10067,efpeglenatide,4,mg,weekly,,,,,
NCT03496298,unq_updaa10067,efpeglenatide,4|6,mg,weekly,,,,,
NCT03496298,unq_updaa10067,efpeglenatide,6,mg,weekly,,,,,
NCT03496298,unq_updaa10070,,,,,,,,,
NCT03496298,unq_updaa10071,,,,,,,,,
NCT03521934,unq_updaa10072,,,,,,,,,
NCT03521934,unq_updaa10073,sotagliflozin,200,mg,od,,,,,
NCT03521934,unq_updaa10074,,,,,,,,,
NCT03689374,unq_updaa10075,insulin_aspart,as per bm,units,tid,,,,,
NCT03689374,unq_updaa10076,semaglutide,1,mg,weekly,,,,,
NCT03689374,unq_updaa10077,,,,,,,,,
NCT03730662,unq_updaa10078,insulin_glargine,as per bm,units,od,,,,,
NCT03730662,unq_updaa10079,tirzepatide,10,mg,weekly,,,,,
NCT03730662,unq_updaa10080,tirzepatide,15,mg,weekly,,,,,
NCT03730662,unq_updaa10081,tirzepatide,5,mg,weekly,,,,,
NCT03730662,unq_updaa10082,,,,,,,,,
NCT03861039,unq_updaa10083,tirzepatide,10,mg,weekly,,,,,
NCT03861039,unq_updaa10084,tirzepatide,15,mg,weekly,,,,,
NCT03861039,unq_updaa10085,tirzepatide,5,mg,weekly,,,,,
NCT03861039,unq_updaa10086,total,,,,,,,,
NCT03861052,unq_updaa10087,dulaglutide,0.75,mg,weekly,,,,,
NCT03861052,unq_updaa10088,tirzepatide,10,mg,weekly,,,,,
NCT03861052,unq_updaa10089,tirzepatide,15,mg,weekly,,,,,
NCT03861052,unq_updaa10090,tirzepatide,5,mg,weekly,,,,,
NCT03861052,unq_updaa10091,,,,,,,,,
NCT03882970,unq_updaa10092,insulin_degludec,as per bm,units,od,,,,,
NCT03882970,unq_updaa10093,tirzepatide,10,mg,weekly,,,,,
NCT03882970,unq_updaa10094,tirzepatide,15,mg,weekly,,,,,
NCT03882970,unq_updaa10095,tirzepatide,5,mg,weekly,,,,,
NCT03882970,unq_updaa10096,,,,,,,,,
NCT03954834,unq_updaa10097,,,,,,,,,
NCT03954834,unq_updaa10098,tirzepatide,10,mg,weekly,,,,,
NCT03954834,unq_updaa10099,tirzepatide,15,mg,weekly,,,,,
NCT03954834,unq_updaa10100,tirzepatide,5,mg,weekly,,,,,
NCT03954834,unq_updaa10101,,,,,,,,,
NCT03987919,unq_updaa10102,semaglutide,1,mg,weekly,,,,,
NCT03987919,unq_updaa10103,tirzepatide,10,mg,weekly,,,,,
NCT03987919,unq_updaa10104,tirzepatide,15,mg,weekly,,,,,
NCT03987919,unq_updaa10105,tirzepatide,5,mg,weekly,,,,,
NCT03987919,unq_updaa10106,,,,,,,,,
NCT03989232,unq_updaa10107,semaglutide,1,mg,weekly,,,,,
NCT03989232,unq_updaa10108,semaglutide,2,mg,weekly,,,,,
NCT03989232,unq_updaa10109,,,,,,,,,
NCT04039503,unq_updaa10110,,,,,,,,,
NCT04039503,unq_updaa10111,tirzepatide,10,mg,weekly,,,,,
NCT04039503,unq_updaa10112,tirzepatide,15,mg,weekly,,,,,
NCT04039503,unq_updaa10113,tirzepatide,5,mg,weekly,,,,,
NCT04039503,unq_updaa10114,,,,,,,,,
NCT01595789,updab0001,liraglutide,1.8,mg,od,,,,,
NCT01595789,updab0002,placebo,,,,,,,,
NCT02106104,updab0003,glimepiride,1,mg,od,,,,,
NCT02106104,updab0004,linagliptin,5,mg,od,,,,,
NCT02145611,updab0005,glibenclamide,5,mg,od,,,,,
NCT02145611,updab0006,vildagliptin,100,mg,od,,,,,
NCT02162550,updab0007,exenatide,2,mg,weekly,,,,,
NCT02162550,updab0008,,,,,,,,,
NCT02194595,updab0009,insulin_lispro,as per bm,units,tid,,,,,
NCT02194595,updab0010,,,,,,,,,
NCT02194595,updab0011,exenatide,10,microgram,bd,,,,,
NCT02477865,updab0012,polyethylene glycol loxenatide,100,microgram,weekly,,,,,
NCT02477865,updab0013,polyethylene glycol loxenatide,200,microgram,weekly,,,,,
NCT02477865,updab0014,,,,,,,,,
NCT02477969,updab0015,polyethylene glycol loxenatide,100,microgram,weekly,,,,,
NCT02477969,updab0016,polyethylene glycol loxenatide,200,microgram,weekly,,,,,
NCT02477969,updab0017,,,,,,,,,
NCT02480465,updab0018,sitagliptin,100,mg,od,,,,,
NCT02480465,updab0019,lobelitazone,0.5,mg,od,,,,,
NCT02501616,updab0020,dapagliflozin,10,mg,od,,,,,
NCT02501616,updab0021,metformin,500,mg,bd,,,,,
NCT02649465,updab0022,tofogliflozin,20,mg,od,,,,,
NCT02649465,updab0023,glimepiride,0.5,mg,od,,,,,
NCT02655770,updab0024,liraglutide,1.2,mg,od,,,,,
NCT02655770,updab0025,placebo,,,,,,,,
NCT02690883,updab0026,insulin_lispro,as per bm,units,tid,,,,,
NCT02690883,updab0027,exenatide,10,microgram,bd,,,,,
NCT02751398,updab0028,dapagliflozin,10,mg,od,,,,,
NCT02751398,updab0029,,,,,,,,,
NCT02752113,updab0030,empagliflozin,10,mg,od,linagliptin,5,mg,od,
NCT02752113,updab0031,metformin,850,mg,bd,insulin_glargine,as per bm,units,od,
NCT02798744,updab0032,,,,,,,,,
NCT02798744,updab0033,empagliflozin,25,mg,od,,,,,
NCT02798744,updab0034,,,,,,,,,
NCT02798744,updab0035,,,,,,,,,
NCT02851745,updab0036,linagliptin,5,mg,od,,,,,
NCT02851745,updab0037,,,,,,,,,
NCT02875821,updab0038,,,,,,,,,
NCT02875821,updab0039,ipragliflozin,,,,,,,,
NCT02887677,updab0040,dapagliflozin,10,mg,od,,,,,
NCT02887677,updab0041,,,,,,,,,
NCT02914691,updab0042,dapagliflozin,10,mg,od,,,,,
NCT02914691,updab0043,,,,,,,,,
NCT02998970,updab0044,empagliflozin,10,mg,od,,,,,
NCT02998970,updab0045,,,,,,,,,
NCT02999841,updab0046,vildagliptin,,,,,,,,
NCT02999841,updab0047,acarbose,,,,,,,,
NCT03151343,updab0048,empagliflozin,25,mg,od,,,,,
NCT03151343,updab0049,,,,,,,,,
NCT03159052,updab0050,henagliflozin,10,mg,od,,,,,
NCT03159052,updab0051,henagliflozin,5,mg,od,,,,,
NCT03159052,updab0052,,,,,,,,,
NCT03313752,updab0053,dapagliflozin,10,mg,od,,,,,
NCT03313752,updab0054,,,,,,,,,
NCT03361098,updab0055,exenatide,10,microgram,bd,,,,,
NCT03361098,updab0056,dapagliflozin,10,mg,od,,,,,
NCT03361098,updab0057,exenatide,10,microgram,bd,dapagliflozin,10,mg,od,
NCT03361098,updab0058,,,,,,,,,
NCT03436693,updab0059,canagliflozin,100,mg,od,,,,,
NCT03436693,updab0060,,,,,,,,,
NCT03449654,updab0061,liraglutide,1.8,mg,od,,,,,
NCT03449654,updab0062,,,,,,,,,
NCT03458715,updab0063,linagliptin,5,mg,od,,,,,
NCT03458715,updab0064,empagliflozin,25,mg,od,,,,,
NCT03508323,updab0065,teneligliptin,,,,,,,,
NCT03508323,updab0066,,,,,,,,,
NCT03590626,updab0067,dulaglutide,1.5,mg,weekly,,,,,
NCT03590626,updab0068,,,,,,,,,
NCT03794336,updab0069,acarbose,100,mg,tid,,,,,
NCT03794336,updab0070,alogliptin,25,mg,od,,,,,
NCT03798054,updab0071,insulin_glargine,as per bm,units,od,,,,,
NCT03798054,updab0072,lixisenatide,5,microgram,od,,,,,
NCT03798054,updab0073,lixisenatide,5,microgram,od,insulin_glargine,5,units,od,
NCT03798080,updab0074,insulin_glargine,as per bm,units,od,,,,,
NCT03798080,updab0075,lixisenatide,5,microgram,od,insulin_glargine,10,units,od,
NCT03819790,updab0076,insulin_glargine,as per bm,units,od,gliclazide,60,mg,od,
NCT03819790,updab0077,lixisenatide,5,microgram,od,insulin_glargine,15,units,od,
NCT03959501,updab0080,sitagliptin,100,mg,od,,,,,
NCT03959501,updab0081,dapagliflozin,10,mg,od,,,,,
NCT03961659,updab0082,acarbose,50,mg,tid,,,,,
NCT03961659,updab0083,dapagliflozin,10,mg,od,,,,,
NCT03961659,updab0084,liraglutide,1.8,mg,od,,,,,
NCT04013581,updab0085,empagliflozin,10,mg,od,,,,,
NCT04013581,updab0086,pioglitazone,15,mg,od,,,,,
NCT04120623,updab0087,,,,,,,,,
NCT04120623,updab0088,dapagliflozin,10,mg,od,,,,,
NCT04183868,updab0089,glimepiride,2,mg,od,,,,,
NCT04183868,updab0090,empagliflozin,10,mg,od,,,,,
NCT04196231,updab0091,aspart| lispro|,,,,,,,,
NCT04196231,updab0092,liraglutide| lixisenatide | glulisine,,,,,,,,
NCT04196231,updab0093,canagliflozin| dapagliflozin |empagliflozin,,,,,,,,
NCT04218734,updab0094,prusogliptin,100,mg,od,,,,,
NCT04218734,updab0095,,,,,,,,,
NCT04470310,updab0096,alogliptin,25,mg,od,,,,,
NCT04470310,updab0097,alogliptin,25,mg,od,pioglitazone,15,mg,od,
NCT04470310,updab0098,glimepiride,1|2,mg,od,,,,,
NCT04531462,updab0099,empagliflozin,10,mg,od,,,,,
NCT04531462,updab0100,,,,,,,,,
NCT05147896,updab0101,semaglutide,14,mg,od,,,,,
NCT05147896,updab0102,placebo,,,,,,,,
NCT05359432,updab0103,empagliflozin,10,mg,od,,,,,
NCT05359432,updab0104,vildagliptin,50,mg,od,,,,,
NCT05480007,updab0105,sitagliptin,100,mg,od,,,,,
NCT05480007,updab0106,metformin,500,mg,tid,,,,,
NCT05480007,updab0107,sitagliptin,100,mg,od,metformin,500,mg,tid,
NCT05480007,updab0108,,,,,,,,,
NCT01595789,updab0109,,,,,,,,,
NCT04183868,updab0110,,,,,,,,,
NCT04654390,updac0001,enavogliflozin,0.3,mg,od,,,,,
NCT04654390,updac0002,dapagliflozin,10,mg,od,,,,,
NCT04632862,updac0003,enavogliflozin,0.3,mg,od,,,,,
NCT04632862,updac0004,,,,,,,,,
NCT05360147,updac0005,liraglutide,0.6,mg,od,,,,,
NCT05360147,updac0006,,,,,,,,,
NCT02964585,updac0007,canagliflozin,100,mg,od,,,,,
NCT02964585,updac0008,,,,,,,,,
NCT03970044,updac0009,exenatide,2,mg,weekly,,,,,
NCT03970044,updac0010,dapagliflozin,10,mg,od,,,,,
NCT03970044,updac0011,exenatide,2,mg,weekly,10,mg,od,,
NCT03782259,updac0012,dapagliflozin,10,mg,od,,,,,
NCT03782259,updac0013,,,,,,,,,
NCT02251431,updac0014,exenatide,2,mg,weekly,,,,,
NCT02251431,updac0015,,,,,,,,,
NCT03940183,updac0016,trelagliptin,100,mg,od,,,,,
NCT03940183,updac0017,,,,,,,,,
NCT04564872,updac0018,cofrogliptin,10,mg,two weekly,,,,,
NCT04564872,updac0019,cofrogliptin,25,mg,two weekly,,,,,
NCT04564872,updac0020,linagliptin,5,mg,od,,,,,
NCT04556851,updac0021,cofrogliptin,10,mg,two weekly,,,,,
NCT04556851,updac0022,cofrogliptin,25,mg,two weekly,,,,,
NCT04556851,updac0023,,,,,,,,,
NCT04916093,updac0024,vildagliptin,50,mg,bd,,,,,
NCT04916093,updac0025,sitagliptin,100,mg,od,,,,,
NCT04916093,updac0026,metformin,1000,mg,bd,,,,,
NCT04109547,updac0027,semaglutide,3,mg,od,,,,,
NCT04109547,updac0028,semaglutide,7,mg,od,,,,,
NCT04109547,updac0029,semaglutide,14,mg,od,,,,,
NCT04109547,updac0030,,,,,,,,,
NCT04017832,updac0031,semaglutide,3,mg,od,,,,,
NCT04017832,updac0032,semaglutide,7,mg,od,,,,,
NCT04017832,updac0033,semaglutide,14,mg,od,,,,,
NCT04017832,updac0034,sitagliptin,100,mg,od,,,,,
NCT04233801,updac0035,empagliflozin,10,mg,od,,,,,
NCT04233801,updac0036,empagliflozin,25,mg,od,,,,,
NCT04233801,updac0037,,,,,,,,,
NCT04161430,updac0038,prusogliptin,100,mg,od,,,,,
NCT04161430,updac0039,sitagliptin,101,mg,od,,,,,
NCT04161430,updac0040,,,,,,,,,
NCT04591626,updac0041,dulaglutide,1.5,mg,weekly,,,,,
NCT04591626,updac0042,,,,,,,,,
NCT04801199,updac0043,CPL-2009-0031,140,mg,od,,,,,
NCT04801199,updac0044,sitagliptin,100,mg,od,,,,,
NCT02653209,updac0045,sitagliptin,100,mg,od,,,,,
NCT02653209,updac0046,canagliflozin,100,mg,od,,,,,
NCT02653209,updac0047,pioglitazone,30,mg,od,,,,,
NCT04093752,updac0048,tirzepatide,5,mg,od,,,,,
NCT04093752,updac0049,tirzepatide,10,mg,od,,,,,
NCT04093752,updac0050,tirzepatide,15,mg,od,,,,,
NCT04093752,updac0051,insulin_glargine,as per bm,units,od,,,,,
NCT03076112,updac0052,ipragliflozin,50,mg,od,,,,,
NCT03076112,updac0053,sitagliptin,100,mg,od,,,,,
NCT04537923,updac0054,tirzepatide,5,mg,od,,,,,
NCT04537923,updac0055,tirzepatide,10,mg,od,,,,,
NCT04537923,updac0056,tirzepatide,15,mg,od,,,,,
NCT04537923,updac0057,insulin_lispro,as per bm,units,tid,,,,,
NCT04356742,updac0058,dapagliflozin,10,mg,od,,,,,
NCT04356742,updac0059,,,,,,,,,
NCT04170998,updac0060,evogliptin,5,mg,od,,,,,
NCT04170998,updac0061,,,,,,,,,
NCT02932436,updac0062,empagliflozin,10,mg,od,,,,,
NCT02932436,updac0063,,,,,,,,,
NCT04634500,updac0064,dapagliflozin,10,mg,od,,,,,
NCT04634500,updac0065,enavogliflozin,0.3,mg,od,,,,,
NCT04665284,updac0066,empagliflozin,10,mg,od,,,,,
NCT04665284,updac0066,empagliflozin,25,mg,od,,,,,
NCT04665284,updac0067,,,,,,,,,
NCT02338921,updac0068,sitagliptin,100,mg,od,,,,,
NCT02338921,updac0069,dapagliflozin,10,mg,od,,,,,
NCT02338921,updac0070,lobeglitazone,0.5,mg,od,,,,,
NCT05360537,updac0071,liraglutide,unclear,,,,,,,
NCT05360537,updac0072,liraglutide,unclear,,,insulin_glargine,,,,
NCT05360537,updac0073,insulin_glargine,unclear,,,insulin_aspart,,,,
NCT04446026,updac0074,teneligliptin,20,mg,od,,,,,
NCT04446026,updac0075,,,,,,,,,
NCT03737240,updac0076,liraglutide,unclear,mg,od,,,,,
NCT03737240,updac0077,insulin_aspart,as per bm,units,tid,,,,,
ChiCTR-1800015658,updac0078,exenatide,10,microgram,bd,,,,,
ChiCTR-1800015658,updac0079,insulin_biphasic,as per bm,units,bd,,,,,
ChiCTR2000035091,updac0080,liraglutide,1.8,mg,od,,,,,
ChiCTR2000035091,updac0081,insulin_glargine,as per bm,units,od,,,,,
ChiCTR2000035091,updac0082,,,,,,,,,
ChiCTR2000037951,updac0083,canagliflozin,100,mg,od,,,,,
ChiCTR2000037951,updac0084,glimepiride,1,mg,od,,,,,
ChiCTR-IPR-17010825,updac0085,exenatide,5,microgram,bd,,,,,
ChiCTR-IPR-17010825,updac0086,insulin_glargine,as per bm,units,od,,,,,
2016-002225-10,updac0087,empagliflozin,10,mg,od,,,,,
2016-002225-10,updac0088,sitagliptin,100,mg,od,,,,,
UMIN000027095,updac0089,ipragliflozin,50,mg,od,,,,,
UMIN000027095,updac0090,,,,,,,,,
100-IRMI/PRI 16/6/2 (007/2017),updac0091,dapagliflozin,10,mg,od,,,,,
100-IRMI/PRI 16/6/2 (007/2017),updac0092,,,,,,,,,
ACTRN12616001059459,updac0093,lixisenatide,20,microgram,od,,,,,
ACTRN12616001059459,updac0094,,,,,,,,,
ChiCTR1800015296,updac0095,liraglutide,0.6,mg,weekly,,,,,
ChiCTR1800015296,updac0096,,,,,,,,,
ChiCTR1800015822,updac0097,dapagliflozin,10,mg,od,,,,,
ChiCTR1800015822,updac0098,,,,,,,,,
ChiCTR1800019864,updac0099,liraglutide,1.2,mg,weekly,,,,,
ChiCTR1800019864,updac0100,dapagliflozin,10,mg,od,,,,,
ChiCTR1900021861,updac0101,sitagliptin,50,mg,od,,,,,
ChiCTR1900021861,updac0102,pioglitazone,15,mg,od,,,,,
ChiCTR2100054678,updac0103,empagliflozin,25,mg,od,,,,,
ChiCTR2100054678,updac0104,,,,,,,,,
ChiCTR-IPR-14005568,updac0105,exenatide,10,microgram,bd,,,,,
ChiCTR-IPR-14005568,updac0106,humalog_mix25,as per bm,units,bd,,,,,
CTR20131268,updac0107,dapagliflozin,10,mg,od,,,,,
CTR20131268,updac0108,,,,,,,,,
CTRI/2017/02/007766,updac0109,vildagliptin,50,mg,bd,,,,,
CTRI/2017/02/007766,updac0110,teneligliptin,20,mg,od,,,,,
CTRI/2017/07/009121,updac0111,remogliflozin,100,mg,bd,,,,,
CTRI/2017/07/009121,updac0112,remogliflozin,250,mg,bd,,,,,
CTRI/2017/07/009121,updac0113,dapagliflozin,10,mg,od,,,,,
2017-001779-22,updac0114,empagliflozin,25,mg,od,,,,,
2017-001779-22,updac0115,,,,,,,,,
2017-001779-22,updac0116,,,,,,,,,
2017-003370-13,updac0117,lixisenatide,10,microgram,od,insulin_glargine,as per bm,units,od,
2017-003370-13,updac0118,biasp30,as per bm,units,bd,,,,,
2016-000574-38,updac0119,exenatide,2,mg,weekly,,,,,
2016-000574-38,updac0120,,,,,,,,,
2012-001941-42,updac0121,liraglutide,1.8,mg,od,,,,,
2012-001941-42,updac0122,,,,,,,,,
2016-000172-19,updac0123,empagliflozin,10,mg,od,,,,,
2016-000172-19,updac0124,,,,,,,,,
"2017-001,454-33",updac0125,exenatide,2,mg,od,dapagliflozin,10,mg,od,
"2017-001,454-33",updac0126,,,,,,,,,
IRCT20090905002417N23,updac0127,linagliptin,5,mg,od,,,,,
IRCT20090905002417N23,updac0128,,,,,,,,,
IRCT20190122042450N3,updac0129,empagliflozin,10,mg,od,,,,,
IRCT20190122042450N3,updac0130,pioglitazone,30,mg,od,,,,,
IRCT20190122042450N3,updac0131,,,,,,,,,
IRCT20190412043247N2,updac0132,empagliflozin,10,mg,od,,,,,
IRCT20190412043247N2,updac0133,,,,,,,,,
IRCT20200722048176N1,updac0134,empagliflozin,10,mg,od,,,,,
IRCT20200722048176N1,updac0135,linagliptin,5,mg,od,,,,,
IRCT20201028049174N1,updac0136,sitagliptin,50,mg,od,,,,,
IRCT20201028049174N1,updac0137,,,,,,,,,
JapicCTI-111507,updac0138,luseogliflozin,2.5,mg,od,,,,,
JapicCTI-111507,updac0139,,,,,,,,,
jRCTs031180159,updac0140,tofogliflozin,20,mg,od,,,,,
jRCTs031180159,updac0141,pioglitazone,15,mg,od,,,,,
jRCTs031180205,updac0142,ipragliflozin,50,mg,od,,,,,
jRCTs031180205,updac0143,sitagliptin,50,mg,od,,,,,
jRCTs071190054,updac0144,ipragliflozin,50,mg,od,,,,,
jRCTs071190054,updac0145,,,,,,,,,
UMIN000035660,updac0146,dapagliflozin,10,mg,od,,,,,
UMIN000035660,updac0147,,,,,,,,,
Netherlands Trial Register (NTR 4439),updac0148,dapagliflozin,10,mg,od,,,,,
Netherlands Trial Register (NTR 4439),updac0149,,,,,,,,,
Netherlands Trial Register NTR6709,updac0150,dapagliflozin,10,mg,od,,,,,
Netherlands Trial Register NTR6709,updac0151,,,,,,,,,
TCTR20170511001,updac0152,dapagliflozin,10,mg,od,,,,,
TCTR20170511001,updac0153,,,,,,,,,
UMIN000006511,updac0154,sitagliptin,50,mg,od,,,,,
UMIN000006511,updac0155,,,,,,,,,
UMIN000010830,updac0156,linagliptin,5,mg,od,,,,,
UMIN000010830,updac0157,,,,,,,,,
UMIN000014140,updac0158,insulin_degludec,as per bm,units,od,,,,,
UMIN000014140,updac0159,liraglutide,0.9,mg,od,,,,,
UMIN000014531,updac0160,anagliptin,200,mg,od,,,,,
UMIN000014531,updac0161,,,,,,,,,
UMIN000014864,updac0162,linagliptin,5,mg,od,,,,,
UMIN000014864,updac0163,metformin,750,mg,od,,,,,
UMIN000015727,updac0164,ipragliflozin,50,mg,od,,,,,
UMIN000015727,updac0165,,,,,,,,,
UMIN000016563,updac0166,ipragliflozin,50,mg,od,,,,,
UMIN000016563,updac0167,,,,,,,,,
UMIN000017669,updac0168,canagliflozin,100,mg,od,,,,,
UMIN000017669,updac0169,glimepiride,0.5,mg,od,,,,,
UMIN000018395,updac0170,luseogliflozin,2.5,mg,od,,,,,
UMIN000018395,updac0171,voglibose,0.2,mg,tid,,,,,
UMIN000019382,updac0172,canagliflozin,100,mg,od,,,,,
UMIN000019382,updac0173,liraglutide,0.3,mg,od,,,,,
UMIN000020239,updac0174,dapagliflozin,5,mg,od,,,,,
UMIN000020239,updac0175,,,,,,,,,
UMIN000021177,updac0176,dapagliflozin,5,mg,od,,,,,
UMIN000021177,updac0177,,,,,,,,,
UMIN000021291,updac0178,dapagliflozin,5,mg,od,,,,,
UMIN000021291,updac0179,glimepiride,0.5,mg,od,,,,,
UMIN000021291,updac0180,pioglitazone,7.5,mg,od,,,,,
UMIN000023834,updac0181,dapagliflozin,5,mg,od,,,,,
UMIN000023834,updac0182,,,,,,,,,
UMIN000024284,updac0183,omarigliptin,12.5,mg,weekly,,,,,
UMIN000024284,updac0184,linagliptin,5,mg,od,,,,,
UMIN000024427,updac0185,dapagliflozin,5,mg,od,,,,,
UMIN000024427,updac0186,sitagliptin,50,mg,od,,,,,
UMIN000024427,updac0187,metformin,500,mg,bd,,,,,
UMIN000024502,updac0188,empagliflozin,10,mg,od,,,,,
UMIN000024502,updac0189,,,,,,,,,
UMIN000024663,updac0190,vildagliptin,100,mg,od,,,,,
UMIN000024663,updac0191,metformin,750,mg,od,,,,,
UMIN000024663,updac0250,,,,,,,,,
UMIN000024865,updac0192,insulin_aspart,as per bm,units,od,,,,,
UMIN000024865,updac0193,liraglutide,0.9,mg,od,,,,,
UMIN000025418,updac0194,empagliflozin,10,mg,od,,,,,
