trial_id,outcome,inrob,srch_rnd,covidence_id,study_id,reviewer,sequence_generation_judge,allocation_concealment_judge,blinding_participant,blinding_assessor,incomplete_outcome_data,selective_outcome_reporting,note,allocation_concealment_quote,allocation_concealment_comment,blinding_assessor_judge,blinding_assessor_quote,blinding_assessor_comment,blinding_participant_judge,blinding_participant_quote,blinding_participant_comment,incomplete_outcome_data_judge,incomplete_outcome_data_quote,incomplete_outcome_data_comment,other_bias_judge,other_bias_quote,other_bias_comment,selective_outcome_reporting_judge,selective_outcome_reporting_quote,selective_outcome_reporting_comment,sequence_generation_quote,sequence_generation_comment
NCT00286468,hba1c and or MACE,y,updat,,,ELB,Low,Low,Low,Low,Unclear,Low,,,,,,,,,,,,,,,,,,,,
NCT00286494,hba1c and or MACE,y,orig,#3296,Pratley 2009,"SA,LW",low,low,,,,,,,,low,,,low,"double-blind,","
",low,"The last-observation-carried-forward method was used to impute missing post-baseline values.,(493) Discontinued study (14 [14.4%]) <b>Voluntary withdrawal (2 [2.1%]) 
Adverse event (3 [3.1%]) 
PI discretion (5 [5.2%]) 
Lost to follow-up (3 [3.1%]) 
Protocol deviation (1 [1.0%])</b> Discontinued study (25 [12.7%]) Voluntary","
",low,,,low,The pri- mary objective was to evaluate the change from base- line in HbA 1c with a combination of alogliptin and pioglitazone compared with placebo and pioglitazone.,"
","Patients were randomly assigned (in a ratio of 2:2:1) to 26 weeks of once-daily treatment with alogliptin 12.5 mg, alogliptin 25 mg or placebo with the use of a permuted block schedule stratified for baseline HbA 1c (58.0% vs. !8.0% at Week -1), geographic region and treatment regimen (pioglitazone, pioglitazone plus metformin or pioglitazone plus a sulfonylurea).,the use of a permuted block schedule stratified for","
"
NCT00289848,hba1c and or MACE,y,orig,#3231,Mohan 2009,KA,low,low,,,,,,"Sitagliptin and placebo were supplied to investigators in coded containers and all patient-care personnel, patients, laboratory staff, as well as the sponsor�s clinical monitor and associated statistical and scienti<U+FB01>c collaborators remained blind to individual treatment allocations until the study was com- pleted and the database locked.","
",low,"During the double-blind treatment period, one treatment arm received sitagliptin 100 mg once daily and the other an image-matched placebo for a duration of 18 weeks.","
",low,"study. Sitagliptin and placebo were supplied to investigators in coded containers and all patient-care personnel, patients, laboratory staff, as well as the sponsor�s clinical monitor and associated statistical and scienti<U+FB01>c collaborators remained blind to individual treatment allocations until the study was com- pleted and the database locked.","
",high,"randomized) completed the 18-week study. <b>The propor- 
tions of patients discontinuing prior to study completion were 
13% and 25% in the sitagliptin and placebo groups, respectively. 
The difference was primarily due to higher rates of discontinua- 
tion in the placebo group due to FPG values that exceeded 
prespeci<U+FB01>ed criteria and withdrawal of patient consent.</b> The rate of treatment compliance","
imbalance in participants discontinuing across groups.",unclear,,,low,"Gastrointestinal AEs were reported at a somewhat higher incidence in the sitagliptin group in this study, although sitagliptin treatment has generally not been associated with an increased incidence of gastrointestinal AEs.
Despite substantial lowering of fasting and postprandial glucose in patients treated with sitagliptin, there were no reported events of hypoglycemia.
resolved while on study medication. <b>Overall, only one speci<U+FB01>c AE (upper respiratory 
tract infection) was reported at an incidence >2%, and this AE 
occurred at an equal incidence (2.8%) in both treatment 
groups. In this study, there were no reports of hypoglycemia. 
Laboratory AEs were reported in 6.5% and 7.0% of patients 
in the sitagliptin and placebo groups, respectively.</b> None was considered to be","


",Eligible patients were randomized into the sitagliptin and placebo treatment arms in a 2:1 ratio following a computer-generated schedule.,"
"
NCT00294723,hba1c and or MACE,y,orig,#3225,Garber 2009,SA,low,low,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT00295633,hba1c and or MACE,y,orig,#3332,,ELB,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT00295633,hba1c and or MACE,y,updat,,,ELB,Unclear,Unclear,Low,Unclear,Low,Low,,,,,,,,,,,,,,,,,,,,
NCT00300287,hba1c and or MACE,y,orig,#3178,,ELB,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT00300287,hba1c and or MACE,y,updat,,,ELB,Unclear,Unclear,Low,Unclear,Unclear,Low,,,,,,,,,,,,,,,,,,,,
NCT00305604,hba1c and or MACE,y,orig,#1518,,ELB,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT00305604,hba1c and or MACE,y,updat,,,ELB,Low,Low,Low,Low,Low,Low,,,,,,,,,,,,,,,,,,,,
NCT00308139,hba1c and or MACE,y,orig,#3206,Drucker 2008,"SA,LW","unclear,low",unclear,,,,,,,,low,,,low,,,low,,,low,,,low,,,"local insti- tutional review board. <b>As a result of centralized, stratified 
random sampling,</b> a proportion of our study","
"
NCT00313001,hba1c and or MACE,y,orig,,,SA,Low,Low,,,,,,,,Low,,,Low,,,Low,,,Low,,,Low,,,,
NCT00313313,hba1c and or MACE,y,orig,#3289,Chacra 2009,LW,unclear,low,,,,,,Interactive Voice Response System to,"
",low,,,low,,,low,,,low,,,low,,,,
NCT00316082,hba1c and or MACE,y,orig,#11656,Frederich 2012,LW,unclear,unclear,,,,,,,,unclear,,,low,"double-blind,","
",low,,,low,,,low,"with inadequate glycemic control. Results: <b>At week 24, placebo-subtracted mean HbA 1c reduction from baseline (LOCF) was significantly greater in 
the saxagliptin treatment groups vs placebo, and remained greater through week 76.</b> Serious adverse events (AEs) and
assess efficacy and safety of saxagliptin monotherapy for up to 76 weeks in patients with type 2 diabetes mellitus (T2DM) and inadequate glycemic control, with main efficacy assessment at 24 weeks.","

",,
NCT00318461,hba1c and or MACE,y,orig,#3227,Nauck 2009,"KA,SA",low,"low,unclear",,,,,,Randomization was performed using a telephone-based or web-based random- ization system.,"
",low,,,low,"this 26-week, double-blind, double- dummy, placebo- and active-controlled, parallel-group trial,","
","high,low","The analyses of efﬁcacy end points were based on the intent-to-treat population deﬁned as subjects who were exposed to at least one dose of trial product and had one postbaseline measurement of the parameter. Each end point was analyzed using an ANCOVA model with treatment, country, and previous antidiabetic treat- ment as ﬁxed effects and baseline as the covariate. Missing data were imputed as the last observation carried forward.","
",low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,Randomization was performed using a telephone-based or web-based random- ization system. Subjects were randomly assigned to the lowest available random- ization number and stratiﬁed with respect to their previous use of OAD mono- therapy or combination therapy.,"
"
NCT00324363,hba1c and or MACE,y,orig,#3229,,SA,Low,Low,,,,,,,,Low,,,Low,,,Low,,,Low,,,Low,,,,
NCT00325117,hba1c and or MACE,y,orig,#3416,Kikuchi 2010,KA,low,high,,,,,,"allowed at anytime after randomization <b>(Supplementary Figure 1). 
Dynamic randomization was used to adjust for demo- graphic differences between the treatment groups.</b> A maxi- mum difference of","
",low,none of them were assessed by the investigator as being study drug related. There were no deaths during the study.,"
",low,"This was a multi-center, randomized, double-blind, placebo- controlled, parallel-group study of Japanese patients with T2DM who had inadequate glycemic control with glimepiride alone.","
",low,Discontinuation due to AE 1 (1.0) 3 (3.0),"
small number of discontinuation and quit balance between groups.
",unclear,,,low,This study assessed the ef<U+FB01>cacy and safety of vildagliptin 50 mg twice-daily in Japanese patients with T2DM who were inadequately controlled on glimepiride monotherapy.,"
the outcome has been reported in a pre-specified way.","Dynamic randomization was used to adjust for demo- graphic differences between the treatment groups.
at Visit 1 (week �2). <b>Eligible patients were randomized (1:1) at Visit 2 
(week 0, baseline) to receive vildagliptin 50 mg twice-daily or</b> placebo, as an add-on to","

the second annotation proof high risk (day of visit), however the first annotation proof low risk (Dynamic randomization like minimization)!!"
NCT00327015,hba1c and or MACE,y,orig,#3276,,ELB,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT00327015,hba1c and or MACE,y,updat,,,ELB,Low,Low,Low,Low,Unclear,Low,,,,,,,,,,,,,,,,,,,,
NCT00328627,hba1c and or MACE,y,orig,#1699,DeFronzo 2012,SA,low,low,,,,,,"Following conclusion of the run-in/stabilization period, at base- line visit (d 1), eligible subjects were randomized in equal propor- tions to one of 12 treatment groups, with study drugs administered in a double-blind, double-dummy fashion.","
",low,,"no blinding, but measurement unlikely to be influenced",low,"A 26-wk, multicenter, randomized, double-blind, placebo- controlled, parallel-arm study","
",low,"Analyses were per- formed with the full analysis set, defined as all randomized pa- tients who received at least one dose of double-blind study drug and who had a baseline assessment (defined as the last value before the first dose of study medication) and at least one post- baseline assessment, with last observation carried forward at the time of rescue therapy or at the time the subject was lost to follow-up.","
",low,,,low,"(A25 P; n 390). Results: <b>When added to metformin, the least squares mean change (LSM ) from baseline HbA 1c was 0.9 0.05% in the Pio-alone group and 1.4 0.05% in both the A12.5 P and A25 P groups (P 0.001 for both comparisons). A12.5 P and A25 P produced greater reductions in fasting plasma glucose (LSM 2.5 0.1 mmol/liter for both) than Pio alone (LSM 1.6 
0.1 mmol/liter; P 0.001). A12.5 P and A25 P significantly improved measures of -cell function (proinsulin:insulin and homeostasis model assessment of -cell function) compared to Pio alone, but had no effect on homeostasis model assessment of insulin resistance. The LSM body weight was 1.8 0.2, 1.9 0.2, and 1.5 0.2 kg in A12.5 P, A25 P, and Pio-alone groups, respectively. Hypoglycemia was reported by 1.0, 1.5, and 2.1% of patients in the A12.5 P, A25 P, and Pio-alone groups, respectively.</b> Conclusions: In type 2 diabetic
The primary endpoint was change in HbA 1c from baseline (d 1) to wk 26 or last observation, i.e. at the time of rescue therapy or at the time the patient was lost to follow-up. Sec- ondary glycemic control endpoints included: 1) change in FPG from baseline to wk 26 or last observation; 2) changes in HbA 1c and FPG from baseline to each study visit","

","Randomization was bal- anced within the following stratification factors: HbA 1c at wk 1 ( 9.0% vs. 9.0%), and geographic region, defined as follows�1) United States; 2) Mexico and Central and South America; 3) West- ern Europe, Australia, and New Zealand; and 4) the rest of world.","
"
NCT00331851,hba1c and or MACE,y,orig,#3300,Russell-Jones 2009,"KA,SA",low,low,,,,,,Randomisation (using a telephone or web-based random- isation system),"
",low,"Investigators, participants and study monitors were blinded to the treatment status of the liraglutide and placebo groups at all times.","
",low,"Denmark). Investigators, participants and study monitors were blinded to the treatment status of the liraglutide and placebo groups at all times.","
","high,low","The data were analysed for the intent-to-treat population,","
",low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,,
NCT00333151,hba1c and or MACE,y,orig,#3252,,SA,Low,Low,,,,,,,,Low,,,Low,,,Low,,,Low,,,Low,,,,
NCT00337610,hba1c and or MACE,y,orig,#906,,ELB,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT00337610,hba1c and or MACE,y,updat,,,ELB,Low,Low,Low,Low,Unclear,Low,,,,,,,,,,,,,,,,,,,,
NCT00350779,hba1c and or MACE,y,orig,#2197,,ELB,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT00350779,hba1c and or MACE,y,updat,,,ELB,Low,Low,Low,Low,Unclear,Low,,,,,,,,,,,,,,,,,,,,
NCT00351832,hba1c and or MACE,y,orig,,,ELB,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT00351832,hba1c and or MACE,y,updat,,,ELB,Unclear,Unclear,Low,Unclear,Unclear,Low,,,,,,,,,,,,,,,,,,,,
NCT00351884,hba1c and or MACE,y,orig,#3245,,ELB,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT00351884,hba1c and or MACE,y,updat,,,ELB,Unclear,Unclear,Low,Low,Unclear,Low,,,,,,,,,,,,,,,,,,,,
NCT00359762,hba1c and or MACE,y,orig,#1750,Gallwitz 2012,"KA,SA",low,"unclear,low",,,,,,,,"high,low",,,"high,low","methods Study design and patients <b>EUREXA was a randomized, multicenter, open-label, 
two-arm parallel, active comparator-controlled trial 
of adult patients with type 2 diabetes</b> with inadequate glycemic control using","
",low,"The intent-to-treat (ITT) efficacy population included randomized patients who received at least one dose of study treatment and had baseline and at least one post- baseline measurement of A1C. Analyses of cardiovascu- lar risk markers and safety measurements used an ITT safety population comprising all patients who received at least one dose of study drug. Continuous variables were analyzed by mixed model repeated measures (MMRM), with terms for treatment, study visit, and interactions, and including the baseline value as a covariate. Study visits with at least 25 % of randomized patients remain- ing were included in MMRM analyses, and least-squares (LS) means and 95 % confidence intervals were derived from the model for each time point.","
",low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,"Eligible patients were randomized in a 1:1 ratio, with stratification by A1C, to receive exenatide twice daily or glimepiride as add-on to current metformin treatment.","
"
NCT00363519,hba1c and or MACE,y,updat,,,ELB,Low,Low,Low,Low,Low,Low,,,,,,,,,,,,,,,,,,,,
NCT00363948,hba1c and or MACE,y,orig,#11760,Kadowaki 2013,LW,low,unclear,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT00368134,hba1c and or MACE,y,orig,,,ELB,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT00368134,hba1c and or MACE,y,updat,,,ELB,Unclear,Unclear,Low,Unclear,Unclear,Low,,,,,,,,,,,,,,,,,,,,
NCT00372060,hba1c and or MACE,y,orig,#11164,Kashiwagi 2011,LW,low,unclear,,,,,,,,unclear,,,low,,,low,,,low,,,low,assess the ef<U+FB01>cacy and safety of sitagliptin as add-on therapy in Japanese patients with type 2 diabetes mellitus inadequately controlled (HbA1c � 6.9% and <10.4%) on pioglitazone monotherapy (15�45 mg/day).,"
",,
NCT00375492,hba1c and or MACE,y,orig,Publication not available,,SA,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT00381342,hba1c and or MACE,y,orig,#3209,Moretto 2008,"SA,LW",low,low,,,,,,interactive voice-response system,"
",low,,,low,,,low,,,low,,,low,,,computer-generated randomization sequence,"
"
NCT00382096,hba1c and or MACE,y,orig,#3255,,ELB,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT00382096,hba1c and or MACE,y,updat,,,ELB,Unclear,Unclear,Low,Low,Low,Low,,,,,,,,,,,,,,,,,,,,
NCT00383578,hba1c and or MACE,y,orig,#3272,,ELB,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT00383578,hba1c and or MACE,y,updat,,,ELB,Unclear,Unclear,Low,Low,Low,Low,,,,,,,,,,,,,,,,,,,,
NCT00390520,hba1c and or MACE,y,orig,,,ELB,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT00390520,hba1c and or MACE,y,updat,,,ELB,Unclear,Unclear,Low,Unclear,Unclear,Low,,,,,,,,,,,,,,,,,,,,
NCT00393718,hba1c and or MACE,y,orig,#3365,Seino 2010,"KA,SA",low,low,,,,,,Subjects were then stratified by pre-trial treatment (with or without OAD monotherapy) and randomised 2:1 to liraglutide or glibenclamide (Figure 2). Dynamic allocation was employed in order to guarantee a balanced allocation within strata of pre-trial treatment. Subjects,"
",low,,,low,"In this randomised, 24-week, multi-centre, double- blind, double dummy, parallel-group trial,","
","high,low","Efficacy endpoints were analysed using data from all sub- jects who received at least one dose of liraglutide or glib- enclamide (full analysis set).
Efficacy endpoints were analysed using data from all sub- jects who received at least one dose of liraglutide or glib- enclamide (full analysis set).","

",low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,Subjects were then stratified by pre-trial treatment (with or without OAD monotherapy) and randomised 2:1 to liraglutide or glibenclamide (Figure 2). Dynamic allocation was employed in order to guarantee a balanced allocation within strata of pre-trial treatment.,"
"
